,name,team,innings,ballsfaced,batting_sr,batting_avg,PaPP0,PaPPW,PaPP6,PaPP4,PaPP1,PaPPE,PaPP2,PaPP3,PaPP5,PaMO0,PaMOW,PaMO6,PaMO4,PaMO1,PaMOE,PaMO2,PaMO3,PaMO5,PaDO0,PaDOW,PaDO6,PaDO4,PaDO1,PaDOE,PaDO2,PaDO3,PaDO5,SpPP0,SpPPW,SpPP6,SpPP4,SpPP1,SpPPE,SpPP2,SpPP3,SpPP5,SpMO0,SpMOW,SpMO6,SpMO4,SpMO1,SpMOE,SpMO2,SpMO3,SpMO5,SpDO0,SpDOW,SpDO6,SpDO4,SpDO1,SpDOE,SpDO2,SpDO3,SpDO5,type
393,T Stubbs,South Africa,6,73,193.15,28.2,-,411 - 666,-,-,-,-,-,-,-,411 - 432,-,433 - 466,511 - 516,521 - 651,652 - 661,662 - 666,-,-,411 - 434,435 - 453,454 - 465,466 - 533,534 - 635,636 - 654,655 - 666,-,-,-,411 - 666,-,-,-,-,-,-,-,411 - 411,-,412 - 511,512 - 541,542 - 653,-,654 - 666,-,-,411 - 434,435 - 453,454 - 465,466 - 533,534 - 635,636 - 654,655 - 666,-,-,WK Batter
394,T van der Gugten,Netherlands,1,1,0.0,0.0,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,Bowler
395,TA Blundell,New Zealand,4,54,77.78,14.0,411 - 554,555 - 615,-,616 - 625,626 - 666,-,-,-,-,411 - 534,535 - 546,-,-,551 - 654,-,655 - 666,-,-,411 - 523,-,-,524 - 556,561 - 644,645 - 655,656 - 666,-,-,411 - 554,555 - 615,-,616 - 625,626 - 666,-,-,-,-,411 - 565,-,-,-,566 - 666,-,-,-,-,411 - 523,-,-,524 - 556,561 - 644,645 - 655,656 - 666,-,-,
396,TA Boult,New Zealand,3,10,100.0,-,411 - 463,-,-,-,464 - 666,-,-,-,-,411 - 463,-,-,-,464 - 666,-,-,-,-,411 - 463,-,-,-,464 - 666,-,-,-,-,411 - 523,-,-,524 - 615,-,616 - 666,-,-,-,411 - 523,-,-,524 - 615,-,616 - 666,-,-,-,411 - 523,-,-,524 - 615,-,616 - 666,-,-,-,Bowler
397,TG Southee,New Zealand,6,17,105.88,6.0,411 - 536,541 - 555,556 - 614,-,615 - 651,-,652 - 666,-,-,411 - 536,541 - 555,556 - 614,-,615 - 651,-,652 - 666,-,-,-,411 - 433,-,434 - 461,462 - 524,525 - 642,643 - 666,-,-,-,411 - 536,-,-,541 - 666,-,-,-,-,-,411 - 536,-,-,541 - 666,-,-,-,-,-,411 - 433,-,434 - 461,462 - 524,525 - 642,643 - 666,-,-,Bowler
398,TH David,Australia,7,92,168.48,22.14,-,411 - 466,-,-,511 - 666,-,-,-,-,411 - 453,454 - 464,465 - 511,512 - 543,544 - 644,645 - 655,656 - 666,-,-,411 - 423,424 - 441,442 - 522,523 - 543,544 - 625,626 - 653,654 - 666,-,-,-,411 - 466,-,-,511 - 666,-,-,-,-,411 - 551,-,552 - 554,555 - 564,565 - 645,-,646 - 666,-,-,-,411 - 666,-,-,-,-,-,-,-,Batter
399,TJG Pringle,Netherlands,5,46,80.43,12.33,411 - 534,535 - 546,-,551 - 562,563 - 666,-,-,-,-,411 - 534,535 - 546,-,551 - 562,563 - 666,-,-,-,-,411 - 513,514 - 522,-,-,523 - 623,-,624 - 666,-,-,411 - 545,546 - 554,-,-,555 - 652,-,653 - 666,-,-,411 - 545,546 - 554,-,-,555 - 652,-,653 - 666,-,-,411 - 513,514 - 522,-,-,523 - 623,-,624 - 666,-,-,Allrounder
400,TK Curran,England,2,9,111.11,5.0,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,411 - 453,-,454 - 515,516 - 623,624 - 645,646 - 666,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,411 - 453,-,454 - 515,516 - 623,624 - 645,646 - 666,-,-,
401,TK Musakanda,Zimbabwe,6,84,117.86,16.5,411 - 462,463 - 512,513 - 515,516 - 551,552 - 646,651 - 653,654 - 663,664 - 666,-,411 - 611,612 - 625,-,626 - 634,635 - 666,-,-,-,-,-,411 - 536,-,-,541 - 666,-,-,-,-,411 - 461,462 - 511,512 - 521,522 - 531,532 - 656,-,661 - 666,-,-,-,-,-,-,411 - 632,-,633 - 666,-,-,-,-,-,411 - 453,-,-,454 - 666,-,-,
402,TL Chatara,Zimbabwe,5,28,60.71,5.67,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 463,464 - 523,-,-,524 - 662,-,663 - 666,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 463,464 - 523,-,-,524 - 662,-,663 - 666,-,-,Bowler
403,TL Seifert,New Zealand,9,101,84.16,12.14,411 - 531,532 - 554,-,555 - 621,622 - 652,653 - 666,-,-,-,411 - 526,531 - 534,-,535 - 542,543 - 646,-,651 - 666,-,-,411 - 521,522 - 534,-,535 - 556,561 - 661,-,662 - 666,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 436,441 - 446,-,451 - 511,512 - 656,-,661 - 666,-,-,411 - 521,522 - 534,-,535 - 556,561 - 661,-,662 - 666,-,-,
404,TLW Cooper,Netherlands,6,75,89.33,13.4,411 - 632,633 - 642,-,643 - 651,652 - 661,-,662 - 666,-,-,411 - 535,536 - 545,-,546 - 613,614 - 655,-,656 - 666,-,-,411 - 535,536 - 545,-,546 - 613,614 - 655,-,656 - 666,-,-,411 - 526,-,-,-,531 - 643,644 - 666,-,-,-,411 - 543,544 - 552,-,553 - 555,556 - 651,-,652 - 663,664 - 666,-,411 - 543,544 - 552,-,553 - 555,556 - 651,-,652 - 663,664 - 666,-,Batter
405,TM Head,Australia,1,14,185.71,26.0,411 - 412,413 - 426,431 - 444,445 - 533,534 - 621,622 - 635,636 - 653,654 - 666,-,411 - 412,413 - 426,431 - 444,445 - 533,534 - 621,622 - 635,636 - 653,654 - 666,-,411 - 412,413 - 426,431 - 444,445 - 533,534 - 621,622 - 635,636 - 653,654 - 666,-,411 - 412,413 - 426,431 - 444,445 - 533,534 - 621,622 - 635,636 - 653,654 - 666,-,411 - 412,413 - 426,431 - 444,445 - 533,534 - 621,622 - 635,636 - 653,654 - 666,-,411 - 412,413 - 426,431 - 444,445 - 533,534 - 621,622 - 635,636 - 653,654 - 666,-,
406,TS Kamunhukamwe,Zimbabwe,6,120,90.0,18.0,411 - 562,563 - 566,-,611 - 616,621 - 656,661 - 662,663 - 666,-,-,411 - 565,-,-,-,566 - 656,-,661 - 666,-,-,411 - 565,-,-,-,566 - 656,-,661 - 666,-,-,411 - 444,-,-,445 - 533,534 - 653,654 - 666,-,-,-,-,411 - 431,-,432 - 456,461 - 624,625 - 632,633 - 666,-,-,-,411 - 431,-,432 - 456,461 - 624,625 - 632,633 - 666,-,-,
407,TS Mills,England,2,9,88.89,8.0,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,-,-,-,-,411 - 536,541 - 666,-,-,-,411 - 616,-,621 - 643,-,644 - 666,-,-,-,-,411 - 616,-,621 - 643,-,644 - 666,-,-,-,-,-,-,-,-,411 - 536,541 - 666,-,-,-,Bowler
408,TWM Latham,New Zealand,5,145,106.9,51.67,-,-,-,411 - 453,454 - 666,-,-,-,-,411 - 446,451 - 454,455 - 462,463 - 513,514 - 655,-,656 - 666,-,-,411 - 433,-,434 - 446,451 - 512,513 - 613,614 - 626,631 - 666,-,-,411 - 621,-,-,-,622 - 663,-,664 - 666,-,-,411 - 456,461 - 463,-,464 - 466,511 - 646,651 - 652,653 - 666,-,-,-,-,-,411 - 536,-,-,541 - 666,-,-,
409,Taskin Ahmed,Bangladesh,10,55,98.18,9.0,411 - 563,564 - 615,-,616 - 631,632 - 666,-,-,-,-,411 - 563,564 - 615,-,616 - 631,632 - 666,-,-,-,-,411 - 522,523 - 541,542 - 551,552 - 561,562 - 644,645 - 651,652 - 663,664 - 666,-,411 - 653,-,-,-,654 - 664,-,665 - 666,-,-,411 - 653,-,-,-,654 - 664,-,665 - 666,-,-,411 - 523,524 - 615,-,-,-,-,-,616 - 666,-,Bowler
410,UT Yadav,India,1,16,118.75,-,411 - 434,-,-,435 - 513,514 - 552,553 - 646,651 - 666,-,-,411 - 434,-,-,435 - 513,514 - 552,553 - 646,651 - 666,-,-,411 - 444,-,-,-,445 - 555,556 - 666,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,411 - 444,-,-,-,445 - 555,556 - 666,-,-,-,
411,Usman Ghani,Afghanistan,8,212,114.15,34.57,411 - 554,555 - 561,-,562 - 616,621 - 655,656 - 665,666 - 666,-,-,411 - 515,516 - 522,523 - 525,526 - 544,545 - 644,645 - 656,661 - 666,-,-,411 - 515,516 - 522,523 - 525,526 - 544,545 - 644,645 - 656,661 - 666,-,-,411 - 526,-,531 - 542,543 - 553,554 - 655,-,656 - 666,-,-,411 - 453,454 - 462,463 - 514,515 - 531,532 - 654,655 - 656,661 - 666,-,-,411 - 453,454 - 462,463 - 514,515 - 531,532 - 654,655 - 656,661 - 666,-,-,Batter
412,Usman Qadir,Pakistan,7,27,114.81,7.75,411 - 444,445 - 465,466 - 513,514 - 526,531 - 641,642 - 645,646 - 666,-,-,411 - 444,445 - 465,466 - 513,514 - 526,531 - 641,642 - 645,646 - 666,-,-,411 - 444,445 - 465,466 - 513,514 - 526,531 - 641,642 - 645,646 - 666,-,-,-,411 - 536,-,-,541 - 666,-,-,-,-,-,411 - 536,-,-,541 - 666,-,-,-,-,-,411 - 536,-,-,541 - 666,-,-,-,-,
413,V Aravind,United Arab Emirates,12,248,110.48,24.91,411 - 612,613 - 614,615 - 621,622 - 633,634 - 651,652 - 661,662 - 665,666 - 666,-,411 - 461,462 - 463,-,464 - 514,515 - 635,636 - 644,645 - 664,665 - 666,-,411 - 421,422 - 444,445 - 452,453 - 553,554 - 631,632 - 662,663 - 666,-,-,411 - 554,-,-,555 - 621,622 - 666,-,-,-,-,411 - 513,514 - 522,-,523 - 533,534 - 646,651 - 651,652 - 665,666 - 666,-,411 - 623,-,-,-,624 - 636,-,641 - 653,654 - 666,-,WK Batter
414,V Kohli,India,21,527,137.0,45.12,411 - 525,526 - 531,532 - 535,536 - 561,562 - 654,655 - 662,663 - 666,-,-,411 - 424,425 - 426,431 - 435,436 - 454,455 - 636,641 - 652,653 - 665,666 - 666,-,411 - 444,445 - 452,453 - 466,511 - 546,551 - 633,634 - 643,644 - 666,-,-,411 - 514,515 - 523,524 - 526,531 - 554,555 - 663,664 - 666,-,-,-,411 - 431,432 - 435,436 - 442,443 - 452,453 - 652,653 - 656,661 - 666,-,-,411 - 444,445 - 452,453 - 466,511 - 546,551 - 633,634 - 643,644 - 666,-,-,Batter
415,VM Nyauchi,Zimbabwe,1,3,33.33,-,411 - 533,-,-,-,534 - 621,622 - 666,-,-,-,411 - 533,-,-,-,534 - 621,622 - 666,-,-,-,411 - 533,-,-,-,534 - 621,622 - 666,-,-,-,411 - 533,-,-,-,534 - 621,622 - 666,-,-,-,411 - 533,-,-,-,534 - 621,622 - 666,-,-,-,411 - 533,-,-,-,534 - 621,622 - 666,-,-,-,
416,VR Iyer,India,7,82,162.2,33.25,411 - 446,451 - 456,-,461 - 535,536 - 656,661 - 666,-,-,-,411 - 446,451 - 456,-,461 - 535,536 - 656,661 - 666,-,-,-,411 - 421,422 - 431,432 - 444,445 - 514,515 - 615,616 - 653,654 - 663,664 - 666,-,411 - 434,-,435 - 446,451 - 515,516 - 666,-,-,-,-,411 - 434,-,435 - 446,451 - 515,516 - 666,-,-,-,-,-,-,411 - 536,-,541 - 666,-,-,-,-,
417,Vikramjit Singh,Netherlands,4,60,98.33,14.75,411 - 522,523 - 525,526 - 536,541 - 565,566 - 645,646 - 655,656 - 666,-,-,411 - 523,-,-,-,524 - 666,-,-,-,-,411 - 523,-,-,-,524 - 666,-,-,-,-,411 - 511,512 - 524,-,-,525 - 635,636 - 653,654 - 666,-,-,411 - 616,621 - 643,-,-,644 - 666,-,-,-,-,411 - 616,621 - 643,-,-,644 - 666,-,-,-,-,Batter
418,W Madhevere,Zimbabwe,29,556,123.56,26.42,411 - 456,461 - 464,465 - 465,466 - 542,543 - 642,643 - 654,655 - 665,666 - 666,-,411 - 444,445 - 453,454 - 455,456 - 512,513 - 644,645 - 656,661 - 666,-,-,411 - 415,416 - 432,433 - 441,442 - 525,526 - 644,645 - 666,-,-,-,411 - 441,442 - 454,455 - 456,461 - 535,536 - 644,645 - 655,656 - 666,-,-,411 - 434,435 - 443,444 - 445,446 - 462,463 - 643,-,644 - 665,666 - 666,-,-,411 - 536,-,-,541 - 666,-,-,-,-,Allrounder
419,W McClintock,Ireland,2,21,114.29,24.0,411 - 554,-,-,555 - 666,-,-,-,-,-,411 - 623,624 - 636,-,-,641 - 653,654 - 666,-,-,-,411 - 512,-,-,513 - 542,543 - 653,-,654 - 666,-,-,411 - 554,-,-,555 - 666,-,-,-,-,-,411 - 623,624 - 636,-,-,641 - 653,654 - 666,-,-,-,411 - 512,-,-,513 - 542,543 - 653,-,654 - 666,-,-,
420,WA Young,New Zealand,7,162,102.47,23.71,411 - 666,-,-,-,-,-,-,-,-,-,411 - 413,414 - 433,434 - 446,451 - 653,654 - 656,661 - 666,-,-,411 - 533,534 - 555,-,556 - 621,622 - 666,-,-,-,-,411 - 654,655 - 655,-,656 - 662,663 - 666,-,-,-,-,411 - 535,536 - 544,545 - 551,552 - 561,562 - 664,-,665 - 666,-,-,411 - 414,415 - 443,-,444 - 542,543 - 641,642 - 666,-,-,-,
421,WD Parnell,South Africa,4,63,77.78,24.5,411 - 641,-,642 - 651,-,652 - 661,-,662 - 666,-,-,-,-,-,411 - 425,426 - 666,-,-,-,-,411 - 533,534 - 543,-,544 - 553,554 - 666,-,-,-,-,411 - 641,-,642 - 651,-,652 - 661,-,662 - 666,-,-,411 - 642,643 - 643,-,644 - 644,645 - 663,664 - 665,666 - 666,-,-,411 - 533,534 - 543,-,544 - 553,554 - 666,-,-,-,-,Bowler
422,WG Jacks,England,2,25,160.0,20.0,411 - 445,446 - 461,-,462 - 631,632 - 666,-,-,-,-,-,411 - 444,-,-,445 - 666,-,-,-,-,-,411 - 444,-,-,445 - 666,-,-,-,-,411 - 554,-,-,555 - 632,633 - 666,-,-,-,-,-,411 - 444,-,-,445 - 666,-,-,-,-,-,411 - 444,-,-,445 - 666,-,-,-,-,
423,WIA Fernando,Sri Lanka,16,161,87.58,9.4,411 - 546,551 - 564,565 - 566,611 - 623,624 - 654,655 - 655,656 - 665,666 - 666,-,411 - 421,422 - 442,443 - 452,-,453 - 635,636 - 656,661 - 666,-,-,411 - 421,422 - 442,443 - 452,-,453 - 635,636 - 656,661 - 666,-,-,411 - 452,453 - 456,-,461 - 511,512 - 625,626 - 636,641 - 666,-,-,411 - 524,525 - 541,-,-,542 - 656,-,661 - 666,-,-,411 - 524,525 - 541,-,-,542 - 656,-,661 - 666,-,-,
424,WJ Lubbe,South Africa,2,10,160.0,8.0,411 - 516,521 - 554,-,555 - 666,-,-,-,-,-,411 - 516,521 - 554,-,555 - 666,-,-,-,-,-,411 - 516,521 - 554,-,555 - 666,-,-,-,-,-,411 - 516,521 - 554,-,555 - 666,-,-,-,-,-,411 - 516,521 - 554,-,555 - 666,-,-,-,-,-,411 - 516,521 - 554,-,555 - 666,-,-,-,-,-,
425,WP Masakadza,Zimbabwe,10,52,82.69,7.17,-,411 - 453,-,-,454 - 645,646 - 666,-,-,-,-,411 - 453,-,-,454 - 645,646 - 666,-,-,-,411 - 512,513 - 526,-,531 - 535,536 - 644,645 - 653,654 - 666,-,-,-,-,-,-,411 - 555,556 - 633,634 - 666,-,-,-,-,-,-,411 - 555,556 - 633,634 - 666,-,-,411 - 512,513 - 526,-,531 - 535,536 - 644,645 - 653,654 - 666,-,-,Bowler
426,Waseem Muhammad,United Arab Emirates,12,312,129.49,40.4,411 - 565,566 - 612,613 - 614,615 - 623,624 - 654,655 - 665,-,666 - 666,-,411 - 431,432 - 435,436 - 451,452 - 515,516 - 623,624 - 635,636 - 665,666 - 666,-,-,-,411 - 666,-,-,-,-,-,-,411 - 535,-,536 - 562,-,563 - 661,-,662 - 666,-,-,411 - 445,-,446 - 464,465 - 526,531 - 651,652 - 656,661 - 666,-,-,-,411 - 432,433 - 453,454 - 515,516 - 623,624 - 645,646 - 666,-,-,Batter
427,Washington Sundar,India,2,5,140.0,7.0,-,411 - 433,-,434 - 461,462 - 615,616 - 666,-,-,-,-,411 - 433,-,434 - 461,462 - 615,616 - 666,-,-,-,-,411 - 433,-,434 - 461,462 - 615,616 - 666,-,-,-,-,411 - 433,-,434 - 461,462 - 615,616 - 666,-,-,-,-,411 - 433,-,434 - 461,462 - 615,616 - 666,-,-,-,-,411 - 433,-,434 - 461,462 - 615,616 - 666,-,-,-,
428,Y Cariah,West Indies,2,4,75.0,3.0,-,411 - 453,-,-,454 - 666,-,-,-,-,-,411 - 453,-,-,454 - 666,-,-,-,-,-,411 - 453,-,-,454 - 666,-,-,-,-,-,411 - 453,-,-,454 - 666,-,-,-,-,-,411 - 453,-,-,454 - 666,-,-,-,-,-,411 - 453,-,-,454 - 666,-,-,-,-,Bowler
429,Yasir Ali Chowdhury,Bangladesh,7,65,136.92,22.25,411 - 554,-,-,-,555 - 632,633 - 666,-,-,-,411 - 514,515 - 526,-,531 - 553,554 - 655,-,656 - 666,-,-,411 - 446,451 - 453,454 - 511,512 - 542,543 - 645,646 - 652,653 - 666,-,-,411 - 554,-,-,-,555 - 632,633 - 666,-,-,-,411 - 453,454 - 516,-,521 - 531,532 - 655,656 - 666,-,-,-,-,-,-,-,411 - 666,-,-,-,-,Batter
430,ZE Green,Namibia,14,163,85.89,10.77,411 - 554,555 - 564,-,565 - 566,611 - 626,631 - 654,655 - 666,-,-,411 - 456,461 - 466,-,511 - 516,521 - 635,636 - 642,643 - 663,664 - 666,-,411 - 465,466 - 522,-,523 - 551,552 - 662,663 - 666,-,-,-,411 - 464,465 - 523,-,524 - 556,561 - 633,-,634 - 666,-,-,411 - 511,512 - 524,525 - 526,531 - 534,535 - 644,645 - 655,656 - 666,-,-,-,-,-,-,411 - 666,-,-,-,-,WK Batter
431,Zahoor Khan,United Arab Emirates,1,1,100.0,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,Bowler
432,Zawar Farid,United Arab Emirates,4,24,95.83,11.5,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,411 - 451,452 - 463,-,464 - 541,542 - 631,632 - 654,655 - 666,-,-,411 - 552,553 - 612,-,-,613 - 666,-,-,-,-,411 - 552,553 - 612,-,-,613 - 666,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,Bowler
